project_id,project_name,project_type,client,priority,status,start_date,end_date,budget_usd,actual_spend_usd,project_manager_id,tech_lead_id,team_size,avg_velocity,client_satisfaction,region,billable
835262,Keystone Partners – Cloud Migration,Cloud Migration,HorizonBank,Critical,Completed,2023-06-15,2024-01-16,322993,131132,971662,269430,20,64.9,4.8,APAC,No
925061,Delta Systems – Cloud Migration,Cloud Migration,Elevate Health,High,In Progress,2024-05-13,2025-11-04,544322,436330,891645,770864,11,31.4,,LATAM,Yes
243507,BlueSky Ltd – Cloud Migration,Cloud Migration,Apex Corp,Low,In Progress,2023-02-10,2023-04-11,5358,2110,775885,239890,18,41.3,,Europe,Yes
945253,BlueSky Ltd – Security Audit,Security Audit,Meridian Group,Medium,Completed,2024-04-12,2025-09-06,255576,163272,270555,195674,7,34.9,2.5,APAC,No
212619,Delta Systems – Data Pipeline,Data Pipeline,InnovateCo,Critical,Planning,2021-12-02,2022-12-27,1709514,36987,940181,893988,4,,,North America,No
574966,InnovateCo – Mobile App,Mobile App,Elevate Health,Medium,Completed,2021-11-11,2022-01-20,262192,237474,815198,466749,11,39.6,3.4,LATAM,Yes
309185,LumaMedia – Security Audit,Security Audit,GlobalTech,High,Completed,2023-03-03,2023-11-10,286101,91858,258471,891645,19,49.4,3.6,Middle East,Yes
620276,Cornerstone Inc – Web Platform,Web Platform,NovaCare,Medium,Completed,2023-10-06,2024-12-20,22866,13346,335790,583388,8,24.1,4.0,LATAM,Yes
979053,Apex Corp – Security Audit,Security Audit,Apex Corp,Low,In Progress,2023-04-13,2023-06-14,24518,9000,566453,295440,6,33.7,,APAC,No
534953,Apex Corp – Security Audit,Security Audit,HorizonBank,High,In Progress,2020-02-21,2021-04-12,426377,355091,346269,911131,5,25.1,,Middle East,No
798914,NovaCare – ERP Implementation,ERP Implementation,LumaMedia,High,In Progress,2023-09-03,2024-02-14,119165,37739,671015,573962,19,39.7,,Middle East,Yes
702059,Meridian Group – Web Platform,Web Platform,JetStream LLC,Medium,Completed,2020-12-18,2021-02-07,54487,31012,322086,148823,21,22.9,3.8,APAC,No
514187,BlueSky Ltd – Product Launch,Product Launch,NovaCare,Low,Cancelled,2021-02-10,2021-11-04,34318,29198,943409,680933,23,,,LATAM,No
732277,Delta Systems – Marketing Campaign,Marketing Campaign,Delta Systems,Medium,Completed,2020-07-22,2020-11-05,235423,252341,844261,785491,11,51.2,3.9,Europe,Yes
558116,JetStream LLC – Data Pipeline,Data Pipeline,HorizonBank,Medium,Cancelled,2023-05-03,2023-10-28,290211,252272,335137,142608,5,,,North America,Yes
846048,NovaCare – Cloud Migration,Cloud Migration,OmegaRetail,High,In Progress,2021-03-14,2021-12-08,772398,323350,725113,107686,16,33.9,,Middle East,Yes
210825,OmegaRetail – Mobile App,Mobile App,InnovateCo,Low,Completed,2023-09-12,2023-10-26,25756,22192,310647,497455,23,34.3,4.8,North America,Yes
487319,JetStream LLC – Product Launch,Product Launch,Elevate Health,Low,Completed,2022-06-29,2023-12-03,19674,7298,553014,468611,19,34.1,3.8,Middle East,Yes
954923,Delta Systems – Mobile App,Mobile App,JetStream LLC,Low,In Progress,2020-11-25,2022-01-17,44860,33862,897305,812048,13,18.6,,LATAM,Yes
558927,NovaCare – Web Platform,Web Platform,NovaCare,High,Completed,2020-04-05,2020-12-05,106941,55670,613426,316092,17,35.3,4.2,Europe,Yes
498720,NovaCare – Product Launch,Product Launch,JetStream LLC,High,In Progress,2024-04-14,2025-04-10,704616,452888,316899,198867,7,23.9,,APAC,Yes
729042,Keystone Partners – Security Audit,Security Audit,Apex Corp,High,In Progress,2023-10-04,2025-02-21,491151,388896,960408,844858,23,37.0,,APAC,Yes
717445,Frontier AI – AI/ML Model,AI/ML Model,GlobalTech,Medium,Cancelled,2020-06-30,2021-09-07,81820,42534,906527,695225,5,,,North America,No
678654,Meridian Group – API Integration,API Integration,OmegaRetail,High,In Progress,2023-11-16,2024-09-24,377918,329946,656639,262656,12,36.1,,LATAM,No
290552,InnovateCo – Cloud Migration,Cloud Migration,Delta Systems,Critical,On Hold,2021-08-02,2022-11-02,1084227,972236,148823,363319,14,26.9,,APAC,No
126865,OmegaRetail – Cloud Migration,Cloud Migration,Frontier AI,Low,On Hold,2022-06-28,2022-08-02,45946,19707,856442,275715,12,43.3,,Middle East,Yes
965620,Elevate Health – Security Audit,Security Audit,InnovateCo,Medium,On Hold,2023-03-21,2024-08-23,85566,25694,329471,751332,9,42.0,,LATAM,Yes
743909,NovaCare – Web Platform,Web Platform,BlueSky Ltd,Low,Completed,2020-11-05,2022-04-26,38886,24728,167603,588983,16,34.4,2.6,North America,Yes
177440,NovaCare – API Integration,API Integration,NovaCare,High,On Hold,2024-03-27,2025-09-13,340345,205597,218423,101773,7,35.3,,Europe,No
213204,GlobalTech – API Integration,API Integration,Frontier AI,Medium,In Progress,2021-11-30,2022-04-04,233716,247803,735770,735324,10,31.8,,North America,Yes
477818,Apex Corp – Cloud Migration,Cloud Migration,NovaCare,Medium,In Progress,2023-06-16,2023-09-03,95835,50107,834498,926394,22,50.9,,Europe,Yes
386890,Elevate Health – Web Platform,Web Platform,JetStream LLC,Low,In Progress,2024-02-25,2024-11-28,13281,9290,612340,474795,4,38.9,,Middle East,Yes
673261,HorizonBank – Marketing Campaign,Marketing Campaign,Elevate Health,Critical,Planning,2023-02-02,2023-05-17,1040338,96070,952547,858705,4,,,LATAM,Yes
925519,JetStream LLC – API Integration,API Integration,Keystone Partners,Medium,On Hold,2023-07-07,2024-02-14,116840,126333,526911,470248,15,31.8,,Middle East,Yes
832829,OmegaRetail – Product Launch,Product Launch,NovaCare,Low,Cancelled,2022-11-03,2023-06-16,77030,51940,560398,402099,24,,,North America,Yes
456814,Meridian Group – Product Launch,Product Launch,HorizonBank,Medium,In Progress,2023-06-10,2023-09-17,45847,18065,611945,255287,23,47.8,,APAC,Yes
830847,Delta Systems – Security Audit,Security Audit,NovaCare,Critical,In Progress,2020-06-09,2021-02-10,437792,157528,878086,345722,3,59.0,,Middle East,No
317203,HorizonBank – Security Audit,Security Audit,Apex Corp,Medium,Completed,2023-08-19,2023-11-21,235372,265849,864491,107686,20,37.3,2.6,North America,Yes
722977,OmegaRetail – Product Launch,Product Launch,GlobalTech,Medium,Planning,2023-04-03,2023-09-08,91243,5451,375201,815198,11,,,LATAM,Yes
923674,Apex Corp – Marketing Campaign,Marketing Campaign,NovaCare,Low,In Progress,2021-10-31,2023-01-08,70208,45557,127965,305721,7,49.6,,APAC,Yes
544167,Meridian Group – AI/ML Model,AI/ML Model,Frontier AI,Low,Planning,2020-02-29,2021-01-16,63077,4288,164879,210665,11,,,Europe,Yes
919209,Cornerstone Inc – Marketing Campaign,Marketing Campaign,Meridian Group,Critical,In Progress,2022-01-26,2022-07-07,474424,240124,593699,971662,14,42.9,,LATAM,Yes
834630,OmegaRetail – Cloud Migration,Cloud Migration,Keystone Partners,Critical,Completed,2023-05-21,2024-04-26,1031500,864118,586490,580102,3,15.0,2.5,LATAM,Yes
997135,Meridian Group – Data Pipeline,Data Pipeline,Frontier AI,High,Completed,2024-04-09,2025-06-21,239546,131749,812048,834498,17,33.3,3.5,Middle East,Yes
509095,Elevate Health – Web Platform,Web Platform,InnovateCo,High,Completed,2020-07-23,2020-10-08,265469,143032,770864,182175,18,25.2,4.5,Middle East,No
162881,JetStream LLC – Web Platform,Web Platform,OmegaRetail,Critical,Completed,2022-03-22,2022-12-23,1195277,956805,933456,185461,19,55.0,2.9,APAC,No
923754,Keystone Partners – Web Platform,Web Platform,Meridian Group,Medium,In Progress,2022-04-16,2023-06-25,90731,103894,305721,182175,7,55.6,,LATAM,Yes
254428,LumaMedia – Mobile App,Mobile App,GlobalTech,High,Completed,2021-04-13,2022-05-24,293795,220183,992952,538555,17,31.0,4.2,Middle East,Yes
583607,Cornerstone Inc – Marketing Campaign,Marketing Campaign,BlueSky Ltd,Medium,Planning,2021-06-26,2022-11-23,108501,7996,107686,219550,11,,,Middle East,Yes
627918,Keystone Partners – AI/ML Model,AI/ML Model,Frontier AI,Medium,In Progress,2023-10-16,2025-03-12,160695,54648,834498,322086,11,48.7,,APAC,No
454984,Meridian Group – Data Pipeline,Data Pipeline,InnovateCo,Medium,Planning,2021-01-31,2021-05-19,60214,1341,722518,584714,11,,,Middle East,No
815309,LumaMedia – Product Launch,Product Launch,Cornerstone Inc,High,In Progress,2022-03-26,2023-05-21,539683,575299,403915,492052,23,33.4,,LATAM,Yes
132196,InnovateCo – API Integration,API Integration,Apex Corp,Low,Cancelled,2022-08-30,2023-03-29,27245,27155,722518,944151,22,,,North America,No
358933,LumaMedia – Web Platform,Web Platform,InnovateCo,Medium,In Progress,2023-05-31,2024-11-20,121901,40010,669460,580102,12,54.6,,Middle East,Yes
379723,InnovateCo – Product Launch,Product Launch,BlueSky Ltd,Medium,In Progress,2020-01-25,2020-03-13,140333,147199,794530,708519,24,42.6,,LATAM,No
597203,Elevate Health – Marketing Campaign,Marketing Campaign,OmegaRetail,Medium,On Hold,2021-12-08,2023-05-28,55106,55997,932250,457311,10,18.8,,APAC,Yes
374609,HorizonBank – Security Audit,Security Audit,JetStream LLC,Critical,Planning,2022-12-31,2024-04-24,1315133,55305,178957,108060,4,,,Middle East,Yes
572211,InnovateCo – Marketing Campaign,Marketing Campaign,HorizonBank,High,Completed,2024-03-27,2025-08-05,752962,665094,593699,253557,23,30.6,2.8,Middle East,Yes
665042,JetStream LLC – Security Audit,Security Audit,Apex Corp,Low,On Hold,2020-11-13,2022-03-11,74165,54683,745414,503489,24,53.6,,APAC,Yes
604617,Delta Systems – Product Launch,Product Launch,Apex Corp,High,Planning,2022-07-09,2023-07-22,582625,12194,479580,684572,14,,,North America,No
844984,JetStream LLC – Cloud Migration,Cloud Migration,Meridian Group,High,In Progress,2023-02-14,2024-02-11,218622,233679,731650,226611,16,42.6,,North America,Yes
218205,InnovateCo – Marketing Campaign,Marketing Campaign,NovaCare,Low,Completed,2020-11-17,2022-04-14,56366,60985,696251,560398,8,45.5,5.0,Middle East,Yes
846261,GlobalTech – Product Launch,Product Launch,HorizonBank,Medium,Completed,2020-08-27,2020-10-03,96391,38841,573866,580102,7,39.7,4.2,LATAM,No
220181,HorizonBank – Web Platform,Web Platform,LumaMedia,Critical,On Hold,2023-10-07,2025-01-23,1964281,1643459,656639,173863,23,36.6,,LATAM,Yes
111748,OmegaRetail – Marketing Campaign,Marketing Campaign,LumaMedia,High,Planning,2022-02-24,2023-05-07,389824,14762,532699,969325,3,,,Europe,Yes
434836,Elevate Health – API Integration,API Integration,GlobalTech,High,On Hold,2022-09-15,2023-03-05,615124,579354,519093,210665,19,33.0,,Middle East,Yes
972475,Apex Corp – Mobile App,Mobile App,Frontier AI,Critical,Completed,2020-02-04,2020-10-25,616401,569144,806765,589491,14,31.9,4.8,APAC,Yes
878247,BlueSky Ltd – Product Launch,Product Launch,Apex Corp,Low,In Progress,2023-11-12,2024-01-04,14769,8591,127965,908239,23,30.7,,LATAM,Yes
413619,BlueSky Ltd – Mobile App,Mobile App,GlobalTech,High,Cancelled,2020-01-04,2021-03-22,315715,359524,476167,203996,12,,,Middle East,Yes
909947,InnovateCo – Product Launch,Product Launch,Delta Systems,Low,Completed,2022-01-22,2023-03-23,73523,60502,275715,587455,8,44.1,3.6,APAC,Yes
496278,BlueSky Ltd – Marketing Campaign,Marketing Campaign,HorizonBank,Low,Completed,2020-02-01,2020-11-27,55910,45616,827912,376021,15,24.4,4.1,Middle East,No
919555,NovaCare – Product Launch,Product Launch,BlueSky Ltd,High,In Progress,2023-04-26,2023-12-31,112122,68993,680358,178957,16,32.8,,Middle East,No
495370,InnovateCo – Web Platform,Web Platform,NovaCare,Medium,Completed,2020-09-28,2021-06-05,31679,34903,696251,835132,13,8.4,3.8,Europe,No
115406,Frontier AI – Cloud Migration,Cloud Migration,Frontier AI,High,On Hold,2023-03-16,2023-10-20,86128,81554,938338,923824,16,46.7,,Middle East,Yes
223499,BlueSky Ltd – ERP Implementation,ERP Implementation,BlueSky Ltd,Low,In Progress,2023-10-06,2024-11-21,43114,38809,479580,197716,11,32.2,,Middle East,Yes
393948,BlueSky Ltd – Mobile App,Mobile App,HorizonBank,Low,Completed,2020-11-29,2021-03-11,62113,32691,154944,844858,12,43.1,3.8,North America,Yes
856029,InnovateCo – AI/ML Model,AI/ML Model,Cornerstone Inc,Medium,Completed,2021-12-10,2022-12-23,75173,75158,211579,770864,17,39.8,3.6,North America,Yes
232465,Keystone Partners – AI/ML Model,AI/ML Model,GlobalTech,Low,Planning,2020-02-06,2021-06-30,5007,711,507524,340068,4,,,Europe,Yes
529925,Cornerstone Inc – Cloud Migration,Cloud Migration,InnovateCo,Critical,In Progress,2020-10-05,2021-03-26,560032,268580,552855,862120,17,34.8,,Europe,Yes
856148,BlueSky Ltd – Cloud Migration,Cloud Migration,Cornerstone Inc,Critical,Completed,2023-08-28,2025-01-23,386561,275484,927564,560295,7,43.0,3.6,LATAM,Yes
508405,Apex Corp – Marketing Campaign,Marketing Campaign,BlueSky Ltd,Medium,Completed,2021-12-20,2023-05-16,272429,96991,275715,892313,24,45.9,4.4,North America,Yes
101075,Frontier AI – Product Launch,Product Launch,Cornerstone Inc,High,Planning,2020-08-11,2022-01-25,566352,100347,616256,822730,4,,,LATAM,Yes
883843,Keystone Partners – Web Platform,Web Platform,Apex Corp,Medium,Completed,2023-03-12,2023-06-19,250995,86657,399817,735324,3,16.7,4.0,North America,No
368881,InnovateCo – Mobile App,Mobile App,HorizonBank,Medium,On Hold,2021-04-09,2022-06-28,191562,171305,253347,633188,20,43.1,,LATAM,Yes
999115,OmegaRetail – Security Audit,Security Audit,Cornerstone Inc,Medium,Completed,2022-08-25,2023-10-21,154789,83148,923914,779172,25,52.3,4.3,LATAM,Yes
943866,GlobalTech – Cloud Migration,Cloud Migration,Delta Systems,High,Completed,2021-11-11,2022-01-03,154158,50901,856442,146177,19,46.8,4.2,Europe,Yes
591018,Frontier AI – Cloud Migration,Cloud Migration,NovaCare,Medium,Planning,2022-12-09,2024-02-03,208713,18277,696251,515922,9,,,Europe,No
655682,Delta Systems – Web Platform,Web Platform,JetStream LLC,Low,Planning,2022-06-10,2022-07-29,40783,7985,542374,834498,16,,,Middle East,Yes
852613,OmegaRetail – Cloud Migration,Cloud Migration,Keystone Partners,Medium,On Hold,2021-09-13,2023-02-20,283916,132289,983456,926394,9,12.9,,APAC,No
244598,GlobalTech – Marketing Campaign,Marketing Campaign,Frontier AI,Critical,In Progress,2022-06-28,2023-11-14,900433,310750,815706,335421,3,60.8,,LATAM,Yes
469559,OmegaRetail – Mobile App,Mobile App,Meridian Group,Medium,In Progress,2021-01-09,2022-02-16,103600,49219,591699,288783,21,65.6,,APAC,Yes
144569,BlueSky Ltd – ERP Implementation,ERP Implementation,BlueSky Ltd,Medium,Cancelled,2023-05-13,2023-08-03,34447,29836,249811,827912,5,,,LATAM,No
199357,LumaMedia – Product Launch,Product Launch,Cornerstone Inc,Critical,Completed,2023-12-13,2025-05-08,888985,875316,203782,878086,14,44.0,2.6,Europe,Yes
525850,Cornerstone Inc – Product Launch,Product Launch,HorizonBank,Medium,Completed,2021-07-02,2022-07-24,185217,184279,133326,878086,7,63.4,4.2,APAC,Yes
162412,BlueSky Ltd – Web Platform,Web Platform,Frontier AI,High,Planning,2023-12-03,2025-04-16,517970,78684,340068,843963,12,,,Europe,Yes
463881,Meridian Group – Product Launch,Product Launch,HorizonBank,Medium,In Progress,2021-08-01,2021-09-22,198144,64831,806765,156778,5,37.7,,Europe,Yes
586220,Apex Corp – Product Launch,Product Launch,Apex Corp,Critical,In Progress,2023-10-12,2024-05-16,1685406,1570274,929179,350280,9,26.7,,LATAM,Yes
810450,Cornerstone Inc – Product Launch,Product Launch,Apex Corp,Medium,In Progress,2023-03-31,2023-06-29,26398,12480,118786,457311,13,18.5,,Europe,No
147822,InnovateCo – Marketing Campaign,Marketing Campaign,Frontier AI,Medium,Completed,2023-07-07,2024-06-15,57753,43970,534753,152062,22,29.4,4.7,APAC,Yes
491957,JetStream LLC – Product Launch,Product Launch,Apex Corp,Medium,Completed,2020-05-24,2020-07-10,43962,26691,211090,678805,17,52.2,3.9,North America,No
698939,LumaMedia – Security Audit,Security Audit,Keystone Partners,Critical,Completed,2022-06-18,2023-03-19,1346587,846772,305721,735324,24,69.7,3.8,Europe,Yes
794379,GlobalTech – API Integration,API Integration,Meridian Group,Medium,In Progress,2020-02-12,2020-03-14,216591,223652,682851,986209,16,13.6,,Europe,Yes
444029,BlueSky Ltd – Web Platform,Web Platform,HorizonBank,Medium,Completed,2020-05-29,2021-03-07,202420,203265,883171,676680,12,37.2,3.0,Middle East,Yes
292697,Meridian Group – Product Launch,Product Launch,Delta Systems,Critical,Cancelled,2023-03-18,2024-04-10,591685,510190,751332,790897,9,,,APAC,Yes
997593,Delta Systems – Mobile App,Mobile App,Apex Corp,High,Completed,2023-08-10,2024-12-10,113500,89167,970708,519093,23,63.7,2.6,Middle East,No
635231,Elevate Health – Cloud Migration,Cloud Migration,OmegaRetail,Medium,Completed,2020-08-26,2020-11-09,99412,104724,666456,682851,16,39.2,4.8,APAC,No
450311,Meridian Group – Product Launch,Product Launch,GlobalTech,Low,In Progress,2020-06-28,2020-10-23,79133,81633,226611,462479,20,44.4,,APAC,Yes
514440,Cornerstone Inc – Web Platform,Web Platform,HorizonBank,Medium,Planning,2021-01-01,2022-03-15,145970,12234,288783,538555,24,,,APAC,Yes
645952,Meridian Group – Data Pipeline,Data Pipeline,Frontier AI,High,In Progress,2020-02-20,2021-03-11,564383,641030,482614,592198,2,42.9,,Europe,Yes
848362,Cornerstone Inc – Marketing Campaign,Marketing Campaign,BlueSky Ltd,Critical,Completed,2020-12-10,2021-02-28,596456,397676,908713,911131,21,34.7,4.3,APAC,Yes
647622,InnovateCo – Product Launch,Product Launch,GlobalTech,Low,Cancelled,2023-03-04,2023-05-21,5560,4911,725969,811256,5,,,Europe,Yes
448458,Cornerstone Inc – Marketing Campaign,Marketing Campaign,LumaMedia,High,Cancelled,2023-03-11,2024-04-27,697130,731021,893988,792094,17,,,North America,No
683021,Meridian Group – Marketing Campaign,Marketing Campaign,Meridian Group,Critical,Cancelled,2024-05-02,2024-11-21,305578,286586,221707,461888,19,,,Middle East,Yes
170431,Elevate Health – Marketing Campaign,Marketing Campaign,NovaCare,Low,On Hold,2023-04-06,2024-01-06,25260,18496,932250,497455,18,33.0,,North America,Yes
638877,Elevate Health – Data Pipeline,Data Pipeline,InnovateCo,High,Cancelled,2020-04-20,2020-08-18,579931,254088,120053,772580,21,,,Europe,Yes
241841,LumaMedia – Data Pipeline,Data Pipeline,Cornerstone Inc,Critical,In Progress,2022-09-24,2024-03-12,385976,206810,457311,386488,8,68.2,,Middle East,Yes
169246,Delta Systems – Security Audit,Security Audit,Apex Corp,Medium,On Hold,2023-10-10,2024-01-12,122908,110117,431752,882032,25,41.2,,APAC,Yes
329656,Frontier AI – Data Pipeline,Data Pipeline,LumaMedia,High,Cancelled,2020-09-17,2021-10-08,540227,390758,913331,532723,9,,,Europe,Yes
914582,Keystone Partners – Data Pipeline,Data Pipeline,NovaCare,High,In Progress,2022-04-13,2022-09-19,431760,454809,486244,537020,2,38.3,,North America,Yes
849991,InnovateCo – Product Launch,Product Launch,Delta Systems,Medium,Planning,2021-12-29,2022-08-19,250671,22907,671015,952547,21,,,Europe,Yes
817002,Apex Corp – Web Platform,Web Platform,NovaCare,High,On Hold,2023-11-05,2025-04-18,174014,113692,503457,923824,17,30.8,,Europe,Yes
225128,NovaCare – Web Platform,Web Platform,Delta Systems,Medium,Completed,2022-03-03,2022-10-19,164654,58756,256389,424308,20,60.9,2.7,North America,No
610497,OmegaRetail – Web Platform,Web Platform,Apex Corp,Critical,In Progress,2022-01-24,2023-07-04,1051155,813176,327558,574379,14,18.5,,LATAM,Yes
834450,Meridian Group – Security Audit,Security Audit,Meridian Group,High,Completed,2022-03-17,2022-10-18,678032,498572,178957,211090,11,42.9,4.0,APAC,Yes
